Postcode,Latitude,Longitude,Easting,Northing,Grid Ref,Postcodes,Active postcodes,Population,Households
LS28 8,53.7924,-1.67441,421546,432947,SE215329,247,202,7580,3257
LS28 9,53.793,-1.6544,422864,433020,SE228330,205,170,6221,2725
LS29 0,53.941,-1.86151,409189,449441,SE091494,306,250,5124,2320
LS29 1,53.9234,-1.82022,411904,447488,SE119474,121,22,,
LS29 6,53.8932,-1.74682,416736,444143,SE167441,281,223,5554,2458
LS29 7,53.9114,-1.75898,415930,446165,SE159461,279,230,7231,2961
LS29 8,53.9245,-1.80998,412576,447612,SE125476,332,260,7882,3438
LS29 9,53.924,-1.83058,411224,447553,SE112475,299,212,5962,2538
LS88 1,53.7369,-1.5725,428297,426808,SE282268,20,1,,
LS88 4,53.7354,-1.57629,428048,426640,SE280266,9,0,,
LS88 8,53.7653,-1.50142,432964,429998,SE329299,33,32,,
LS98 1,53.7662,-1.54322,430208,430080,SE302300,4,1,,
LS98 3,53.7826,-1.53285,430879,431909,SE308319,3,2,,
LS98 4,53.7911,-1.549,429809,432848,SE298328,1,1,,
LS99 2,53.7657,-1.50114,432982,430043,SE329300,57,7,,
LS99 3,53.8069,-1.68367,420929,434558,SE209345,1,1,,
LS99 8,53.7653,-1.50146,432961,429998,SE329299,1,1,,
LU1 1,51.8816,-0.430427,508133,221501,TL081215,351,193,14350,4625
LU1 2,51.8797,-0.417659,509016,221309,TL090213,296,113,1155,403
LU1 3,51.8734,-0.412663,509375,220616,TL093206,361,225,10087,4147
LU1 4,51.8621,-0.445457,507145,219310,TL071193,172,132,5539,2432
LU1 5,51.8753,-0.428291,508295,220804,TL082208,320,222,12314,4692
LU1 9,51.88,-0.42285,508658,221335,TL086213,251,43,,
LU2 0,51.8837,-0.405987,509810,221772,TL098217,317,198,11755,4692
LU2 7,51.8962,-0.414055,509224,223149,TL092231,395,309,20372,8096
LU2 8,51.8975,-0.382531,511390,223342,TL113233,312,227,12828,5265
LU2 9,51.8849,-0.384851,511262,221937,TL112219,321,224,11526,4512
LU3 1,51.8961,-0.434046,507849,223108,TL078231,355,242,22620,6582
LU3 2,51.9072,-0.443184,507194,224330,TL071243,324,238,14784,5771
LU3 3,51.9171,-0.456627,506246,225411,TL062254,353,257,18825,7307
LU3 4,51.9185,-0.439427,507425,225592,TL074255,117,78,5225,2208
LU3 7,51.8979,-0.44051,507400,223299,TL074232,1,0,,
LU3 9,51.8903,-0.436224,507713,222460,TL077224,88,26,,
LU4 0,51.8985,-0.481362,504588,223306,TL045233,346,269,16601,6545
LU4 8,51.892,-0.446876,506976,222633,TL069226,285,171,15860,4150
LU4 9,51.9034,-0.464701,505723,223876,TL057238,392,284,19086,6957
LU5 4,51.8876,-0.507214,502834,222057,TL028220,353,226,13116,5422
LU5 5,51.903,-0.516288,502175,223757,TL021237,374,280,17517,6882
LU5 6,51.94,-0.522228,501683,227864,TL016278,262,185,7404,3006
LU6 1,51.8886,-0.534899,500927,222130,TL009221,337,241,11018,4695
LU6 2,51.8693,-0.55657,499478,219954,SP994199,301,214,8237,3469
LU6 3,51.8766,-0.515031,502321,220823,TL023208,310,207,12044,4977
LU6 9,51.8882,-0.524632,501634,222100,TL016220,285,111,,
LU7 0,51.9053,-0.702754,489342,223768,SP893237,377,285,9080,3693
LU7 1,51.9173,-0.660892,492197,225155,SP921251,186,152,4735,2318
LU7 2,51.9163,-0.676418,491132,225024,SP911250,240,193,11445,4835
LU7 3,51.921,-0.651545,492833,225578,SP928255,292,211,13909,5595
LU7 4,51.9093,-0.64864,493056,224281,SP930242,247,186,7329,2909
LU7 6,51.908,-0.656927,492489,224126,SP924241,87,32,,
LU7 7,51.9189,-0.672688,491383,225318,SP913253,395,0,,
LU7 8,51.9188,-0.650575,492904,225335,SP929253,398,0,,
LU7 9,51.884,-0.626046,494664,221496,SP946214,321,244,7334,2964
LU95 1,51.9137,-0.66278,492075,224752,SP920247,24,0,,
M1 1,53.4823,-2.2358,384449,398423,SJ844984,146,80,713,400
M1 2,53.4793,-2.22981,384846,398088,SJ848980,194,106,3093,1122
M1 3,53.4776,-2.23604,384432,397900,SJ844979,158,69,1303,705
M1 4,53.4783,-2.24031,384148,397979,SJ841979,132,57,263,160
M1 5,53.4745,-2.24398,383903,397557,SJ839975,137,71,3466,1492
M1 6,53.4759,-2.23989,384175,397712,SJ841977,109,41,697,463
M1 7,53.4731,-2.23579,384447,397400,SJ844973,77,48,2805,891
M1 9,53.4874,-2.2272,385022,398989,SJ850989,11,0,,
M2 1,53.4815,-2.24331,383951,398336,SJ839983,80,24,,
M2 2,53.4804,-2.24243,384009,398213,SJ840982,71,14,3,2
M2 3,53.4788,-2.24286,383979,398036,SJ839980,101,31,4,3
M2 4,53.4803,-2.24412,383896,398203,SJ838982,112,45,50,30
M2 5,53.4789,-2.24681,383717,398048,SJ837980,126,36,5,3
M2 6,53.4805,-2.24651,383738,398225,SJ837982,84,31,12,7
M2 7,53.4821,-2.24535,383815,398403,SJ838984,96,37,14,9
M2 9,53.4812,-2.24708,383700,398304,SJ837983,12,0,,
M3 1,53.4891,-2.245,383841,399182,SJ838991,156,73,824,368
M3 2,53.4819,-2.24839,383614,398382,SJ836983,147,54,156,105
M3 3,53.4795,-2.2509,383446,398115,SJ834981,151,58,654,405
M3 4,53.4769,-2.25323,383290,397826,SJ832978,159,86,2192,1375
M3 5,53.4831,-2.25459,383203,398517,SJ832985,141,83,1416,879
M3 6,53.4861,-2.2603,382825,398852,SJ828988,151,83,3694,1653
M3 7,53.4874,-2.25243,383348,398994,SJ833989,155,90,2908,1882
M3 9,53.4867,-2.24434,383884,398915,SJ838989,10,0,,
M4 1,53.4837,-2.23684,384381,398579,SJ843985,101,76,1688,1088
M4 2,53.4849,-2.24086,384114,398714,SJ841987,30,10,50,31
M4 3,53.4845,-2.2429,383979,398670,SJ839986,59,11,1,1
M4 4,53.4893,-2.23669,384393,399202,SJ843992,137,87,3441,1929
M4 5,53.4851,-2.23118,384757,398734,SJ847987,120,79,1515,895
M4 6,53.484,-2.22413,385224,398610,SJ852986,155,75,1213,690
M4 7,53.4816,-2.21809,385624,398342,SJ856983,112,77,2767,1438
M4 9,,,,,,8,0,,
M5 0,53.4812,-2.28043,381487,398312,SJ814983,189,91,,
M5 2,53.4807,-2.29631,380433,398260,SJ804982,400,0,,
M5 3,53.474,-2.27723,381696,397510,SJ816975,286,177,5425,2674
M5 4,53.4806,-2.2773,381695,398244,SJ816982,340,168,4993,2542
M5 5,53.4845,-2.30497,379860,398686,SJ798986,156,140,4872,2185
M5 9,,,,,,9,0,,
M6 5,53.4858,-2.2903,380834,398826,SJ808988,345,213,8718,4456
M6 6,53.4953,-2.28187,381398,399881,SJ813998,283,175,5918,2022
M6 7,53.4956,-2.30173,380080,399920,SJ800999,263,181,8755,3726
M6 8,53.4908,-2.31267,379352,399388,SJ793993,270,222,9223,4191
M6 9,,,,,,3,0,,
M7 0,53.5094,-2.26398,382590,401445,SD825014,293,0,,
M7 1,53.4944,-2.26148,382750,399775,SJ827997,215,129,3564,1742
M7 2,53.5026,-2.26137,382761,400688,SD827006,209,170,5482,2294
M7 3,53.5099,-2.2766,381754,401504,SD817015,174,144,5263,2355
M7 4,53.5091,-2.25385,383262,401409,SD832014,400,324,13629,4822
M7 9,53.4978,-2.26119,382771,400153,SD827001,303,0,,
M8 0,53.5049,-2.23625,384428,400938,SD844009,268,197,9347,2995
M8 1,53.5066,-2.2434,383954,401128,SD839011,2,0,,
M8 2,53.5066,-2.2432,383967,401128,SD839011,71,22,,
M8 4,53.5191,-2.24362,383944,402519,SD839025,234,162,7755,3211
M8 5,53.5138,-2.23739,384355,401928,SD843019,184,127,5949,2191
M8 6,53.5177,-2.24159,384078,402363,SD840023,273,0,,
M8 7,53.5061,-2.23968,384201,401072,SD842010,251,0,,
M8 8,53.4984,-2.24234,384021,400216,SD840002,298,164,3891,1489
M8 9,53.5065,-2.24492,383853,401118,SD838011,193,129,3992,1360
M9 0,53.5345,-2.22966,384875,404229,SD848042,135,125,4493,2100
M9 1,53.5108,-2.20912,386229,401588,SD862015,243,0,,
M9 2,53.5285,-2.20671,386395,403557,SD863035,202,0,,
M9 3,53.5287,-2.22851,384950,403584,SD849035,233,0,,
M9 4,53.5125,-2.20616,386426,401777,SD864017,277,235,7892,3372
M9 5,53.5082,-2.21568,385793,401301,SD857013,175,141,3893,1792
M9 6,53.5294,-2.21021,386163,403658,SD861036,272,240,8807,3631
M9 7,53.5239,-2.19571,387122,403043,SD871030,127,110,6118,2847
M9 8,53.5234,-2.2258,385127,402994,SD851029,268,220,8231,3802
M9 9,53.5146,-2.21646,385744,402013,SD857020,11,2,,
M10 0,53.5173,-2.17119,388746,402305,SD887023,202,0,,
M10 6,53.4977,-2.18149,388058,400126,SD880001,272,0,,
M10 7,53.4914,-2.21785,385644,399432,SJ856994,233,0,,
M10 8,53.4968,-2.21174,386051,400031,SD860000,158,0,,
M10 9,53.512,-2.19196,387367,401719,SD873017,227,0,,
M11 0,53.4755,-2.19134,387398,397658,SJ873976,19,3,,
M11 1,53.4737,-2.1655,389112,397454,SJ891974,236,162,5175,2112
M11 2,53.4751,-2.18456,387848,397612,SJ878976,236,172,3517,1449
M11 3,53.4784,-2.20166,386714,397983,SJ867979,249,139,3425,1485
M11 4,53.4843,-2.18178,388035,398635,SJ880986,332,253,8164,3548
M11 9,53.4833,-2.18161,388046,398524,SJ880985,13,0,,
M12 0,53.4674,-2.21874,385576,396762,SJ855967,56,8,,
M12 4,53.4612,-2.20335,386596,396069,SJ865960,266,179,7161,2663
M12 5,53.4645,-2.19809,386946,396435,SJ869964,329,203,8039,3189
M12 6,53.473,-2.21805,385624,397385,SJ856973,187,101,1177,495
M12 9,53.4767,-2.21391,385900,397796,SJ859977,6,0,,
M13 0,53.4577,-2.21025,386137,395681,SJ861956,373,270,16154,4717
M13 1,53.4674,-2.21874,385576,396762,SJ855967,21,0,,
M13 9,53.4664,-2.22411,385219,396652,SJ852966,351,228,7488,2230
M14 0,53.4394,-2.22119,385404,393647,SJ854936,216,33,,
M14 4,53.4548,-2.2356,384452,395364,SJ844953,262,201,9447,3343
M14 5,53.4534,-2.21956,385517,395205,SJ855952,341,258,10709,3374
M14 6,53.4405,-2.21792,385622,393769,SJ856937,400,327,19876,5421
M14 7,53.4472,-2.23471,384509,394518,SJ845945,296,233,13104,5114
M14 9,,,,,,8,0,,
M15 4,53.4684,-2.25879,382918,396882,SJ829968,317,212,8262,4743
M15 5,53.4639,-2.25368,383255,396380,SJ832963,291,158,6221,2998
M15 6,53.465,-2.24225,384015,396500,SJ840965,241,164,7484,1743
M15 9,,,,,,17,0,,
M16 0,53.4558,-2.27479,381850,395484,SJ818954,374,208,8338,3069
M16 1,53.456,-2.28248,381340,395509,SJ813955,34,0,,
M16 6,53.4573,-2.26277,382649,395648,SJ826956,95,31,,
M16 7,53.4572,-2.25647,383068,395635,SJ830956,286,195,7397,2896
M16 8,53.4507,-2.25794,382967,394913,SJ829949,342,221,11067,4577
M16 9,53.46,-2.26747,382338,395950,SJ823959,328,209,8757,3263
M17 1,53.4697,-2.31098,379454,397041,SJ794970,304,140,11,5
M17 8,53.4665,-2.3463,377108,396695,SJ771966,50,29,6,2
M17 9,,,,,,5,0,,
M18 7,53.4575,-2.17423,388528,395652,SJ885956,315,277,12728,5189
M18 8,53.4656,-2.17141,388718,396553,SJ887965,327,280,10704,4656
M18 9,53.4624,-2.17016,388800,396197,SJ887961,6,0,,
M19 0,53.4443,-2.19491,387151,394188,SJ871941,22,5,,
M19 1,53.4272,-2.20539,386450,392287,SJ864922,342,306,12223,4682
M19 2,53.4407,-2.19455,387174,393787,SJ871937,389,280,13181,5016
M19 3,53.4454,-2.18586,387753,394308,SJ877943,291,219,9434,3784
M19 9,53.4476,-2.1707,388760,394551,SJ887945,8,0,,
M20 0,53.415,-2.22674,385027,390934,SJ850909,258,0,,
M20 1,53.435,-2.23845,384256,393162,SJ842931,223,184,8229,3409
M20 2,53.4221,-2.23902,384213,391727,SJ842917,399,289,11237,5487
M20 3,53.4321,-2.22987,384825,392837,SJ848928,214,151,6416,2656
M20 4,53.432,-2.22242,385320,392824,SJ853928,252,180,10494,3923
M20 5,53.4115,-2.22478,385156,390544,SJ851905,129,101,4749,1845
M20 6,53.4204,-2.22627,385060,391535,SJ850915,290,227,8203,3722
M20 7,53.4162,-2.23136,384720,391068,SJ847910,22,0,,
M20 8,53.4253,-2.24196,384019,392083,SJ840920,344,0,,
M20 9,53.4309,-2.22594,385085,392703,SJ850927,278,0,,
M21 0,53.4432,-2.27042,382135,394081,SJ821940,227,145,6325,2228
M21 1,53.4433,-2.27653,381730,394094,SJ817940,332,0,,
M21 2,53.4325,-2.26909,382219,392891,SJ822928,270,0,,
M21 3,53.4422,-2.27534,381808,393971,SJ818939,57,25,,
M21 6,53.4384,-2.27141,382068,393548,SJ820935,9,0,,
M21 7,53.4313,-2.2653,382470,392756,SJ824927,263,206,8168,3449
M21 8,53.4378,-2.27477,381844,393482,SJ818934,203,141,5823,2484
M21 9,53.4426,-2.28096,381435,394017,SJ814940,341,228,8917,4129
M22 0,53.3743,-2.25754,382963,386413,SJ829864,152,118,3712,1644
M22 1,53.3751,-2.27079,382082,386505,SJ820865,231,207,7581,3220
M22 2,53.3972,-2.25873,382893,388961,SJ828889,57,16,,
M22 3,53.3811,-2.27362,381896,387173,SJ818871,34,0,,
M22 4,53.4008,-2.25649,383044,389361,SJ830893,393,304,10085,4705
M22 5,53.3767,-2.25308,383261,386679,SJ832866,325,205,6544,2977
M22 6,53.3733,-2.26577,382415,386304,SJ824863,253,0,,
M22 7,53.3881,-2.26339,382580,387950,SJ825879,307,0,,
M22 8,53.3931,-2.26387,382550,388506,SJ825885,168,149,5292,2017
M22 9,53.3859,-2.26276,382621,387705,SJ826877,239,214,9020,3673
M23 0,53.4096,-2.28226,381334,390346,SJ813903,270,238,8971,3937
M23 1,53.3961,-2.28082,381424,388844,SJ814888,200,176,8155,3515
M23 2,53.3848,-2.28356,381237,387588,SJ812875,187,153,5772,2502
M23 4,53.3929,-2.29332,380591,388491,SJ805884,11,0,,
M23 8,53.3907,-2.28336,381253,388244,SJ812882,282,0,,
M23 9,53.4,-2.29755,380313,389283,SJ803892,340,245,8142,3816
M24 0,53.5479,-2.19879,386926,405714,SD869057,33,7,,
M24 1,53.5414,-2.19199,387374,404990,SD873049,378,283,11326,4917
M24 2,53.5528,-2.18167,388061,406256,SD880062,374,312,13760,5859
M24 3,53.5588,-2.20255,386680,406927,SD866069,272,0,,
M24 4,53.5505,-2.21799,385654,406007,SD856060,328,266,9147,4253
M24 5,53.5583,-2.2078,386332,406873,SD863068,229,201,8117,3702
M24 6,53.5588,-2.19619,387101,406926,SD871069,164,138,4904,2308
M24 9,53.5479,-2.19879,386926,405714,SD869057,3,0,,
M25 0,53.5254,-2.26895,382267,403226,SD822032,276,185,8819,2772
M25 1,53.5317,-2.27563,381827,403929,SD818039,268,213,7803,3670
M25 2,53.542,-2.26931,382251,405073,SD822050,101,74,3613,1373
M25 3,53.5345,-2.28646,381111,404243,SD811042,160,107,3410,1575
M25 4,,,,,,3,0,,
M25 5,53.5355,-2.27322,381989,404351,SD819043,283,0,,
M25 6,53.5498,-2.28415,381271,405945,SD812059,228,0,,
M25 7,53.5433,-2.29759,380377,405225,SD803052,302,0,,
M25 8,53.5222,-2.27382,381943,402872,SD819028,303,0,,
M25 9,53.5243,-2.2857,381157,403108,SD811031,287,204,7631,3207
M26 0,53.5679,-2.34155,377477,407975,SD774079,316,0,,
M26 1,53.5517,-2.33785,377714,406172,SD777061,339,251,10539,4554
M26 2,53.5659,-2.31536,379211,407744,SD792077,215,175,6197,2703
M26 3,53.5643,-2.34316,377369,407575,SD773075,251,212,10080,4450
M26 4,53.57,-2.33558,377874,408207,SD778082,234,193,8086,3380
M26 6,53.5588,-2.32646,378472,406958,SD784069,21,2,,
M26 7,,,,,,3,0,,
M26 9,53.5577,-2.32753,378401,406836,SD784068,325,0,,
M27 0,53.5068,-2.35265,376708,401181,SD767011,231,190,6805,2929
M27 1,53.5067,-2.33166,378100,401163,SD781011,275,0,,
M27 2,53.5181,-2.32891,378289,402431,SD782024,295,0,,
M27 3,53.5111,-2.35072,376839,401659,SD768016,289,0,,
M27 4,53.5104,-2.3294,378252,401574,SD782015,183,145,5122,2252
M27 5,53.5063,-2.3386,377640,401121,SD776011,272,225,8176,3436
M27 6,53.5199,-2.34219,377409,402635,SD774026,204,155,5535,2579
M27 7,53.5126,-2.35976,376240,401829,SD762018,6,0,,
M27 8,53.5155,-2.32283,378691,402139,SD786021,276,227,9561,3849
M27 9,53.517,-2.35219,376745,402315,SD767023,179,150,6425,2805
M28 0,53.523,-2.41028,372897,403004,SD728030,150,125,5175,2198
M28 1,53.5055,-2.41305,372702,401058,SD727010,301,233,10070,4270
M28 2,53.5069,-2.37181,375438,401199,SD754011,283,211,5991,2562
M28 3,53.5242,-2.3925,374076,403131,SD740031,373,293,10726,4944
M28 4,53.5059,-2.39936,373610,401097,SD736010,359,0,,
M28 5,53.5229,-2.39627,373825,402987,SD738029,318,0,,
M28 6,53.5306,-2.42222,372110,403854,SD721038,339,0,,
M28 7,53.514,-2.3908,374183,401995,SD741019,210,155,7181,2965
M28 8,53.5129,-2.36128,376139,401863,SD761018,65,27,,
M28 9,,,,,,4,0,,
M29 0,53.5235,-2.49995,366952,403097,SD669030,168,0,,
M29 1,53.5091,-2.50961,366300,401500,SD663015,2,0,,
M29 2,53.5144,-2.46523,369247,402069,SD692020,18,6,,
M29 7,53.5035,-2.45743,369757,400854,SD697008,360,283,12912,5204
M29 8,53.5154,-2.46097,369530,402179,SD695021,312,266,9880,4399
M29 9,53.5281,-2.48501,367946,403602,SD679036,211,0,,
M30 0,53.4823,-2.34512,377195,398453,SJ771984,367,284,10151,4879
M30 1,,,,,,2,0,,
M30 3,53.4826,-2.33689,377741,398484,SJ777984,24,8,,
M30 5,53.4321,-2.43911,370923,392902,SJ709929,132,0,,
M30 6,53.4496,-2.41761,372363,394841,SJ723948,155,0,,
M30 7,53.4768,-2.36815,375663,397848,SJ756978,259,208,8762,3967
M30 8,53.4882,-2.36416,375934,399116,SJ759991,235,202,9047,3974
M30 9,53.4901,-2.34272,377358,399320,SJ773993,280,211,8205,3742
M31 1,53.4491,-2.34889,376926,394761,SJ769947,282,0,,
M31 2,53.4578,-2.37207,375392,395736,SJ753957,268,0,,
M31 3,53.4475,-2.37816,374981,394592,SJ749945,253,0,,
M31 4,53.422,-2.41768,372340,391770,SJ723917,299,243,8391,3541
M31 9,53.415,-2.43476,371200,390998,SJ712909,8,0,,
M32 0,53.4533,-2.30232,380021,395214,SJ800952,384,277,9953,4221
M32 1,53.4536,-2.29156,380736,395244,SJ807952,16,0,,
M32 2,53.447,-2.30387,379915,394513,SJ799945,35,12,,
M32 8,53.4465,-2.3052,379827,394458,SJ798944,254,174,7487,3193
M32 9,53.4492,-2.32182,378724,394763,SJ787947,274,211,10994,4649
M33 0,53.4258,-2.31673,379051,392158,SJ790921,104,28,,
M33 1,53.4264,-2.32624,378419,392228,SJ784922,345,0,,
M33 2,53.4218,-2.3037,379915,391709,SJ799917,400,318,12901,5521
M33 3,53.4173,-2.3162,379082,391213,SJ790912,398,302,12337,5377
M33 4,53.4152,-2.34226,377349,390987,SJ773909,356,273,13722,5628
M33 5,53.426,-2.34367,377261,392189,SJ772921,350,283,9930,4298
M33 6,53.427,-2.32863,378261,392295,SJ782922,246,184,6432,2705
M33 7,53.426,-2.32104,378764,392182,SJ787921,318,190,4689,2273
M33 9,53.4235,-2.32199,378700,391904,SJ786919,43,0,,
M34 0,53.4556,-2.1127,392614,395433,SJ926954,39,22,,
M34 1,53.4453,-2.10477,393139,394286,SJ931942,283,0,,
M34 2,53.4528,-2.13464,391156,395124,SJ911951,285,236,9958,4376
M34 3,53.4581,-2.11605,392392,395711,SJ923957,352,259,8753,3883
M34 5,53.4712,-2.12388,391874,397170,SJ918971,387,325,12097,5186
M34 6,53.4499,-2.11023,392777,394799,SJ927947,178,161,6782,2981
M34 7,53.4432,-2.10312,393248,394052,SJ932940,294,260,8529,3928
M34 9,53.4418,-2.10685,393000,393897,SJ929938,8,0,,
M35 0,53.505,-2.16085,389429,400935,SD894009,323,271,11347,4999
M35 1,,,,,,4,0,,
M35 5,53.5107,-2.15264,389975,401568,SD899015,9,2,,
M35 6,53.4806,-2.15694,389682,398220,SJ896982,223,0,,
M35 7,53.487,-2.14246,390645,398930,SJ906989,230,0,,
M35 9,53.5105,-2.14751,390315,401545,SD903015,293,240,9325,4001
M38 0,53.5258,-2.4204,372227,403319,SD722033,233,78,3126,1327
M38 1,53.5257,-2.41176,372800,403305,SD728033,1,0,,
M38 9,53.5333,-2.42013,372250,404153,SD722041,270,234,10423,4561
M40 0,53.5173,-2.1781,388288,402306,SD882023,163,144,4707,1957
M40 1,53.4978,-2.17501,388488,400136,SD884001,198,176,5914,2696
M40 2,53.4976,-2.18868,387581,400116,SD875001,232,198,5571,2472
M40 3,53.5145,-2.16967,388846,401993,SD888019,192,168,7192,2981
M40 4,53.4946,-2.20758,386326,399786,SJ863997,32,9,,
M40 5,53.5105,-2.18977,387512,401552,SD875015,184,151,4362,1846
M40 6,,,,,,4,0,,
M40 7,53.4914,-2.21718,385688,399432,SJ856994,327,216,5322,2696
M40 8,53.4971,-2.21119,386087,400065,SD860000,233,156,3808,1725
M40 9,53.5122,-2.19553,387131,401742,SD871017,169,136,4350,1873
M41 0,53.4528,-2.34837,376963,395172,SJ769951,193,152,6140,2486
M41 3,53.4522,-2.34178,377400,395103,SJ774951,10,0,,
M41 4,53.4483,-2.35137,376761,394672,SJ767946,54,23,,
M41 5,53.4502,-2.36721,375710,394889,SJ757948,202,169,6527,2648
M41 6,53.4453,-2.38285,374669,394349,SJ746943,196,163,7181,3032
M41 7,53.4592,-2.35477,376541,395886,SJ765958,227,146,5674,2329
M41 8,53.4545,-2.3848,374545,395373,SJ745953,199,162,6551,2745
M41 9,53.4464,-2.34939,376892,394460,SJ768944,277,217,9403,4096
M43 0,53.4789,-2.14662,390367,398029,SJ903980,16,3,,
M43 6,53.48,-2.15658,389706,398153,SJ897981,314,252,9508,4155
M43 7,53.4861,-2.1434,390582,398830,SJ905988,383,335,13529,5796
M43 9,,,,,,5,0,,
M44 0,53.4386,-2.42858,371627,393621,SJ716936,9,1,,
M44 5,53.4314,-2.43784,371007,392824,SJ710928,246,212,7376,3171
M44 6,53.448,-2.4187,372289,394663,SJ722946,314,264,12334,5146
M44 9,,,,,,1,0,,
M45 0,53.5344,-2.28712,381067,404232,SD810042,100,23,,
M45 6,53.5432,-2.28506,381207,405211,SD812052,180,133,5856,2416
M45 7,53.5445,-2.2985,380317,405359,SD803053,385,270,8939,3760
M45 8,53.5495,-2.2821,381406,405911,SD814059,288,222,7919,3584
M45 9,53.5548,-2.28827,381000,406502,SD809065,7,0,,
M46 0,53.5232,-2.50008,366943,403064,SD669030,304,265,10269,4795
M46 1,53.5127,-2.50423,366660,401898,SD666018,6,0,,
M46 6,53.5226,-2.49142,367517,402993,SD675029,12,1,,
M46 9,53.5279,-2.48457,367975,403580,SD679035,339,295,12029,5204
M50 1,53.4815,-2.3133,379306,398354,SJ793983,38,34,665,365
M50 2,53.4782,-2.2888,380930,397980,SJ809979,110,61,347,236
M50 3,53.4757,-2.28507,381177,397701,SJ811977,144,82,2156,1410
M50 9,53.4812,-2.28043,381487,398312,SJ814983,1,0,,
M52 1,53.4504,-2.21543,385790,394870,SJ857948,81,0,,
M60 0,53.4867,-2.23077,384785,398912,SJ847989,43,18,,
M60 1,53.4851,-2.22978,384850,398733,SJ848987,398,48,,
M60 2,53.4838,-2.23383,384581,398590,SJ845985,383,73,,
M60 3,53.486,-2.23169,384723,398834,SJ847988,398,60,,
M60 4,53.4858,-2.23191,384709,398812,SJ847988,99,4,,
M60 5,53.4874,-2.2272,385022,398989,SJ850989,7,0,,
M60 6,53.484,-2.2307,384788,398611,SJ847986,26,3,,
M60 7,53.4811,-2.2348,384515,398289,SJ845982,56,6,409,13
M60 8,53.4804,-2.24417,383893,398214,SJ838982,27,3,,
M60 9,53.4823,-2.25074,383458,398427,SJ834984,87,13,803,0
M61 0,53.486,-2.23013,384827,398834,SJ848988,251,110,,
M90 1,53.3619,-2.26973,382147,385036,SJ821850,74,5,,
M90 2,53.3617,-2.27215,381986,385015,SJ819850,20,7,,
M90 3,53.366,-2.2713,382044,385493,SJ820854,59,31,,
M90 4,53.3685,-2.27733,381644,385773,SJ816857,29,17,,
M90 5,53.3626,-2.28677,381013,385119,SJ810851,60,27,,
M99 1,53.486,-2.22876,384918,398833,SJ849988,33,12,,
M99 2,53.483,-2.23227,384684,398501,SJ846985,3,3,,
ME1 1,51.3856,0.504506,574369,168149,TQ743681,343,221,5783,2832
ME1 2,51.3722,0.507607,574636,166667,TQ746666,319,257,14391,5773
ME1 3,51.3631,0.486056,573170,165603,TQ731656,334,266,10971,4256
ME1 9,51.387,0.506287,574488,168309,TQ744683,203,26,,
ME2 1,51.3642,0.451959,570793,165646,TQ707656,180,151,5457,2214
ME2 2,51.3908,0.477127,572445,168663,TQ724686,376,287,14375,5755
ME2 3,51.399,0.488085,573176,169600,TQ731696,297,232,12259,4735
ME2 4,51.3995,0.50665,574465,169700,TQ744697,347,254,7177,2999
ME3 0,51.4513,0.703671,587956,175947,TQ879759,83,53,1648,630
ME3 7,51.4304,0.478724,572407,173070,TQ724730,269,215,6470,2620
ME3 8,51.4274,0.527218,575789,172851,TQ757728,309,259,8591,3292
ME3 9,51.4306,0.580216,579460,173335,TQ794733,324,268,9770,4144
ME4 3,51.4022,0.538897,576698,170077,TQ766700,109,87,2852,1162
ME4 4,51.3859,0.528219,576018,168239,TQ760682,359,209,3890,1523
ME4 5,51.3744,0.532138,576334,166970,TQ763669,300,224,14065,5542
ME4 6,51.3743,0.519725,575471,166929,TQ754669,284,197,9462,3724
ME4 9,51.381,0.525407,575841,167688,TQ758676,70,19,,
ME5 0,51.357,0.52677,576028,165022,TQ760650,273,217,11671,4806
ME5 7,51.367,0.54041,576939,166167,TQ769661,297,225,12723,5185
ME5 8,51.3429,0.539074,576938,163484,TQ769634,359,287,15461,6029
ME5 9,51.3449,0.519892,575595,163660,TQ755636,342,252,11945,4800
ME6 5,51.3284,0.4399,570086,161637,TQ700616,292,238,10235,4295
ME6 9,51.3166,0.436398,569885,160317,TQ698603,177,67,,
ME7 1,51.3908,0.550204,577528,168837,TQ775688,329,249,11479,4482
ME7 2,51.3839,0.565858,578644,168108,TQ786681,282,217,13048,4973
ME7 3,51.3548,0.566896,578830,164875,TQ788648,239,171,8297,3180
ME7 4,51.3823,0.552181,577699,167897,TQ776678,238,166,9092,3597
ME7 5,51.3838,0.542095,576991,168039,TQ769680,284,202,9395,3783
ME7 9,51.3864,0.546536,577290,168339,TQ772683,32,12,,
ME8 0,51.3564,0.585282,580103,165098,TQ801650,293,216,9718,3860
ME8 1,51.3662,0.575479,579383,166163,TQ793661,59,19,,
ME8 6,51.3737,0.582453,579839,167014,TQ798670,266,223,10247,4247
ME8 7,51.3691,0.605333,581449,166559,TQ814665,258,188,7540,3250
ME8 8,51.3599,0.610425,581840,165549,TQ818655,272,205,9679,4034
ME8 9,51.3521,0.595086,580803,164644,TQ808646,305,242,12069,4962
ME9 0,51.297,0.757486,592340,158930,TQ923589,191,163,2574,1039
ME9 7,51.3507,0.661186,585411,164653,TQ854646,298,253,6976,2792
ME9 8,51.3468,0.716323,589265,164360,TQ892643,334,259,5949,2309
ME9 9,51.332,0.793788,594722,162917,TQ947629,214,181,5129,2132
